124.455000	124.455000	B
124.942000	124.942000	B
125.438000	125.438000	B
125.926000	125.926000	B
126.419000	126.419000	B
126.909000	126.909000	B
127.406000	127.406000	B
131.826000	131.826000	B
132.317000	132.317000	B
132.809000	132.809000	B
133.301000	133.301000	B
133.793000	133.793000	B
134.284000	134.284000	B
134.778000	134.778000	B
135.269000	135.269000	B
135.761000	135.761000	B
136.254000	136.254000	B
136.747000	136.747000	B
137.236000	137.236000	B
137.728000	137.728000	B
138.219000	138.219000	B
138.713000	138.713000	B
139.204000	139.204000	B
140.194000	140.194000	B
142.161000	142.161000	B
147.079000	147.079000	B
155.436000	155.436000	B
155.932000	155.932000	B
156.423000	156.423000	B
156.914000	156.914000	B
157.403000	157.403000	B
157.899000	157.899000	B
158.390000	158.390000	B
158.881000	158.881000	B
159.372000	159.372000	B
159.866000	159.866000	B
160.358000	160.358000	B
160.850000	160.850000	B
163.307000	163.307000	B
163.799000	163.799000	B
164.291000	164.291000	B
164.784000	164.784000	B
165.272000	165.272000	B
165.767000	165.767000	B
166.255000	166.255000	B
166.749000	166.749000	B
167.246000	167.246000	B
167.736000	167.736000	B
168.223000	168.223000	B
169.211000	169.211000	B
170.190000	170.190000	B
170.679000	170.679000	B
186.914000	186.914000	B
187.404000	187.404000	B
187.895000	187.895000	B
188.388000	188.388000	B
188.876000	188.876000	B
189.371000	189.371000	B
189.865000	189.865000	B
190.355000	190.355000	B
190.846000	190.846000	B
191.340000	191.340000	B
191.829000	191.829000	B
192.320000	192.320000	B
192.813000	192.813000	B
193.305000	193.305000	B
193.794000	193.794000	B
194.773000	194.773000	B
195.270000	195.270000	B
195.760000	195.760000	B
196.250000	196.250000	B
196.736000	196.736000	B
197.234000	197.234000	B
197.725000	197.725000	B
198.217000	198.217000	B
198.705000	198.705000	B
199.196000	199.196000	B
199.689000	199.689000	B
200.186000	200.186000	B
200.670000	200.670000	B
201.161000	201.161000	B
201.654000	201.654000	B
202.142000	202.142000	B
202.640000	202.640000	B
203.132000	203.132000	B
203.623000	203.623000	B
204.114000	204.114000	B
204.603000	204.603000	B
205.097000	205.097000	B
205.589000	205.589000	B
206.077000	206.077000	B
206.568000	206.568000	B
207.059000	207.059000	B
207.550000	207.550000	B
208.041000	208.041000	B
208.531000	208.531000	B
209.021000	209.021000	B
209.511000	209.511000	B
210.489000	210.489000	B
210.981000	210.981000	B
211.470000	211.470000	B
211.957000	211.957000	B
212.445000	212.445000	B
212.939000	212.939000	B
213.427000	213.427000	B
213.915000	213.915000	B
231.621000	231.621000	B
233.502000	233.502000	B
233.975000	233.975000	B
234.436000	234.436000	B
234.909000	234.909000	B
235.374000	235.374000	B
235.844000	235.844000	B
236.056000	236.056000	B
236.314000	236.314000	B
236.776000	236.776000	B
237.244000	237.244000	B
237.709000	237.709000	B
238.177000	238.177000	B
238.647000	238.647000	B
239.111000	239.111000	B
239.578000	239.578000	B
